"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.379,29","7.521","+26","725","+1","233","+1"
"Segeberg","SE","1.865,25","5.170","+21","403","+3","96",""
"Stormarn","OD","1.881,17","4.593","+29","417","+5","134",""
"Kiel","KI","1.811,23","4.470","+20","335","+2","64",""
"Herzogtum Lauenburg","RZ","2.084,65","4.128","+9","276","+1","76",""
"Lübeck","HL","1.881,49","4.074","+16","288","","75",""
"Rendsburg-Eckernförde","RD","1.065,31","2.920","+11","216","+1","36",""
"Ostholstein","OH","1.295,51","2.598","+13","250","+1","67",""
"Schleswig-Flensburg","SL","1.139,91","2.293","+6","96","","31",""
"Nordfriesland","NF","1.343,17","2.229","+5","233","","56",""
"Flensburg","FL","2.471,05","2.228","+12","121","","29",""
"Steinburg","IZ","1.444,13","1.892","+1","160","","22",""
"Neumünster","NMS","2.001,35","1.605","+9","109","+1","9",""
"Dithmarschen","HEI","1.113,42","1.483","+15","118","+2","21",""
"Plön","PLO","878,88","1.131","+10","129","","19",""
"-"
"Schleswig-Holstein","SH","1.664,56","48.335","+203","3.876","+17","968","+1"

"Datenstand 09.09.2021 19:28:47"
