"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.874,07","5.924","+5","618","+1","215","+2"
"Segeberg","SE","1.504,46","4.170","+5","241","","91",""
"Stormarn","OD","1.496,99","3.655","","335","","118",""
"Herzogtum Lauenburg","RZ","1.672,57","3.312","","225","","69",""
"Lübeck","HL","1.409,97","3.053","","258","","74",""
"Kiel","KI","1.221,67","3.015","","252","","53",""
"Rendsburg-Eckernförde","RD","848,97","2.327","+1","195","+2","32",""
"Ostholstein","OH","1.099,04","2.204","","236","","65",""
"Schleswig-Flensburg","SL","971,39","1.954","","85","","30",""
"Flensburg","FL","1.936,47","1.746","","108","","29",""
"Nordfriesland","NF","1.040,07","1.726","+5","206","","52",""
"Steinburg","IZ","1.122,03","1.470","+2","128","","17",""
"Neumünster","NMS","1.412,79","1.133","+2","84","","9",""
"Dithmarschen","HEI","742,53","989","+3","86","","14",""
"Plön","PLO","617,01","794","+1","100","","17",""
"-"
"Schleswig-Holstein","SH","1.290,46","37.472","+24","3.157","+3","885","+2"

"Datenstand 23.05.2021 18:50:48"
