"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.752,91","5.541","+23","531","+5","196",""
"Segeberg","SE","1.412,10","3.914","+22","170","+2","87",""
"Stormarn","OD","1.376,58","3.361","+19","310","+4","116","+1"
"Herzogtum Lauenburg","RZ","1.528,64","3.027","+31","203","+2","69",""
"Lübeck","HL","1.284,81","2.782","+18","251","+1","69",""
"Kiel","KI","1.047,43","2.585","+39","218","+1","51",""
"Rendsburg-Eckernförde","RD","770,16","2.111","+21","175","+1","28",""
"Ostholstein","OH","1.014,27","2.034","+27","219","","63",""
"Schleswig-Flensburg","SL","928,14","1.867","+9","74","","26",""
"Flensburg","FL","1.907,63","1.720","+10","103","","29",""
"Nordfriesland","NF","967,76","1.606","+17","200","","49",""
"Steinburg","IZ","1.006,01","1.318","+13","93","+2","13",""
"Neumünster","NMS","1.279,37","1.026","+23","79","+1","8",""
"Dithmarschen","HEI","682,47","909","+17","77","","11",""
"Plön","PLO","541,63","697","+6","88","+1","15","+1"
"-"
"Schleswig-Holstein","SH","1.188,04","34.498","+295","2.791","+20","830","+2"

"Datenstand 04.05.2021 18:52:43"
