"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","278,00","874","+10","142","","47",""
"Stormarn","OD","267,69","651","+6","59","+2","35",""
"Kiel","KI","188,25","466","+3","80","","12",""
"Segeberg","SE","167,37","462","","47","","7",""
"Herzogtum Lauenburg","RZ","183,00","361","","51","","18",""
"Rendsburg-Eckernförde","RD","131,98","360","+4","51","","14",""
"Lübeck","HL","133,06","289","+13","13","","1",""
"Steinburg","IZ","172,82","227","+5","25","","3",""
"Dithmarschen","HEI","158,40","211","","31","","5",""
"Schleswig-Flensburg","SL","93,99","188","","21","","4",""
"Neumünster","NMS","212,61","169","","13","","3",""
"Plön","PLO","129,81","167","","36","","8",""
"Ostholstein","OH","70,79","142","","17","","0",""
"Nordfriesland","NF","83,38","138","+5","17","","2",""
"Flensburg","FL","129,60","116","+3","8","+1","3",""
"-"
"Schleswig-Holstein","SH","166,43","4.821","+49","611","+3","162",""

"Datenstand 30.09.2020 18:51:14"
