"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","971,08","3.053","+50","279","+4","60","+1"
"Stormarn","OD","902,56","2.195","+59","114","","64","+1"
"Segeberg","SE","699,19","1.930","+45","129","+2","41","+2"
"Kiel","KI","671,79","1.663","+45","169","+1","21",""
"Lübeck","HL","727,91","1.581","+54","68","+1","10","+3"
"Herzogtum Lauenburg","RZ","649,38","1.281","+13","81","+1","25",""
"Rendsburg-Eckernförde","RD","432,59","1.180","+36","107","+3","17",""
"Dithmarschen","HEI","560,77","747","+16","81","","14",""
"Nordfriesland","NF","437,44","724","+5","54","+1","4",""
"Ostholstein","OH","350,98","704","+14","49","","5",""
"Schleswig-Flensburg","SL","285,96","572","+14","40","+1","7",""
"Neumünster","NMS","708,29","563","+9","35","","6",""
"Steinburg","IZ","390,57","513","+13","46","","4",""
"Plön","PLO","319,48","411","+5","59","","8",""
"Flensburg","FL","403,33","361","+6","18","","4",""
"-"
"Schleswig-Holstein","SH","603,37","17.478","+384","1.329","+14","290","+7"

"Datenstand 11.12.2020 20:15:15"
