"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.751,00","8.696","+53","802","+3","243","+1"
"Segeberg","SE","2.146,66","5.950","+38","464","+2","104",""
"Stormarn","OD","2.244,06","5.479","+46","469","+1","142","+1"
"Kiel","KI","2.172,66","5.362","+33","388","+1","68",""
"Herzogtum Lauenburg","RZ","2.358,86","4.671","+51","295","","80",""
"Lübeck","HL","2.106,41","4.561","+12","299","","75",""
"Rendsburg-Eckernförde","RD","1.311,94","3.596","+22","240","+3","43",""
"Ostholstein","OH","1.453,08","2.914","+20","265","+2","67",""
"Schleswig-Flensburg","SL","1.277,12","2.569","+12","108","+1","32",""
"Nordfriesland","NF","1.498,64","2.487","+17","256","+2","57",""
"Flensburg","FL","2.741,67","2.472","+16","127","","29",""
"Steinburg","IZ","1.611,29","2.111","+10","177","+2","28",""
"Neumünster","NMS","2.434,04","1.952","+6","129","","10",""
"Dithmarschen","HEI","1.322,14","1.761","+10","147","+2","23",""
"Plön","PLO","1.068,49","1.375","+5","151","+1","22",""
"-"
"Schleswig-Holstein","SH","1.927,01","55.956","+351","4.317","+20","1.023","+2"

"Datenstand 27.10.2021 19:05:12"
