"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","35","41","4","0"
"05-09","48","49","3","0"
"10-14","65","64","4","0"
"15-19","108","95","5","0"
"20-24","180","174","8","0"
"25-29","196","188","17","0"
"30-34","160","167","15","0"
"35-39","160","133","10","0"
"40-44","149","139","16","0"
"45-49","145","164","22","3"
"50-54","227","207","27","0"
"55-59","202","213","49","6"
"60-64","117","118","43","8"
"65-69","83","89","51","10"
"70-74","76","73","49","18"
"75-79","105","82","89","26"
"80-84","106","98","104","37"
"85-89","70","36","50","26"
"90+","72","21","28","27"

"Datenstand 21.09.2020 18:58:52"
