"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","934,82","2.939","+15","298","+1","147",""
"Lübeck","HL","749,09","1.627","+3","192","","50","+1"
"Segeberg","SE","549,57","1.517","+14","72","","63",""
"Stormarn","OD","555,52","1.351","+4","152","+1","55",""
"Herzogtum Lauenburg","RZ","608,32","1.200","+1","80","","32",""
"Nordfriesland","NF","635,62","1.052","+9","153","+1","35",""
"Ostholstein","OH","505,03","1.013","+4","157","","41",""
"Flensburg","FL","1.099,39","984","+15","53","+3","22","+4"
"Schleswig-Flensburg","SL","485,44","971","+20","48","+1","16",""
"Kiel","KI","392,25","971","+7","105","","33",""
"Rendsburg-Eckernförde","RD","316,74","864","+6","89","","15",""
"Steinburg","IZ","358,59","471","+3","27","","3",""
"Neumünster","NMS","543,49","432","","39","","7",""
"Dithmarschen","HEI","259,74","346","+1","24","","7",""
"Plön","PLO","229,31","295","+10","52","","9","+1"
"-"
"Schleswig-Holstein","SH","553,49","16.033","+112","1.541","+7","535","+6"

"Datenstand 21.02.2021 20:10:34"
