"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","104","108","9","0"
"05-09","141","129","4","0"
"10-14","178","163","5","0"
"15-19","296","289","9","0"
"20-24","396","481","17","0"
"25-29","397","443","27","0"
"30-34","375","376","32","0"
"35-39","341","326","20","2"
"40-44","320","325","22","1"
"45-49","322","347","40","3"
"50-54","420","420","40","0"
"55-59","378","423","69","6"
"60-64","248","261","59","8"
"65-69","136","156","64","10"
"70-74","140","126","70","23"
"75-79","158","125","112","31"
"80-84","189","157","140","48"
"85-89","114","57","70","32"
"90+","107","35","46","36"

"Datenstand 06.11.2020 20:08:21"
