"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","35","42","4","0"
"05-09","48","50","3","0"
"10-14","66","64","4","0"
"15-19","110","96","5","0"
"20-24","181","179","8","0"
"25-29","198","190","17","0"
"30-34","166","168","15","0"
"35-39","161","134","10","0"
"40-44","149","139","16","0"
"45-49","147","165","22","3"
"50-54","227","209","27","0"
"55-59","203","214","49","6"
"60-64","120","118","43","8"
"65-69","83","90","51","10"
"70-74","76","74","49","18"
"75-79","106","82","90","26"
"80-84","106","98","104","37"
"85-89","70","36","50","26"
"90+","72","21","28","27"

"Datenstand 22.09.2020 20:25:16"
