"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","901,74","2.835","+35","292","+5","142","+10"
"Lübeck","HL","710,87","1.544","+22","181","+2","45",""
"Segeberg","SE","513,35","1.417","+29","71","+1","60","+1"
"Stormarn","OD","522,21","1.270","+23","143","+2","46","+4"
"Herzogtum Lauenburg","RZ","563,71","1.112","+35","72","+2","32",""
"Nordfriesland","NF","599,97","993","+3","146","-2","34",""
"Ostholstein","OH","471,13","945","+6","151","+4","40","+2"
"Kiel","KI","369,63","915","+19","103","+1","33","+2"
"Flensburg","FL","968,67","867","+23","43","+1","17",""
"Schleswig-Flensburg","SL","432,45","865","+25","44","+1","15",""
"Rendsburg-Eckernförde","RD","277,15","756","+17","86","+2","14","+1"
"Steinburg","IZ","338,04","444","+8","26","","3",""
"Neumünster","NMS","503,23","400","","38","+2","6",""
"Dithmarschen","HEI","251,48","335","+6","18","+1","7",""
"Plön","PLO","202,10","260","+3","51","","8",""
"-"
"Schleswig-Holstein","SH","516,38","14.958","+254","1.465","+22","502","+20"

"Datenstand 16.02.2021 20:08:05"
