"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","208","212","13","0"
"05-09","275","296","7","0"
"10-14","390","375","10","0"
"15-19","630","651","19","0"
"20-24","767","846","24","0"
"25-29","717","794","38","0"
"30-34","707","692","54","0"
"35-39","679","645","36","2"
"40-44","657","614","42","2"
"45-49","662","654","71","3"
"50-54","798","830","79","0"
"55-59","695","719","103","8"
"60-64","447","471","99","10"
"65-69","248","286","90","12"
"70-74","257","230","128","32"
"75-79","276","223","165","40"
"80-84","340","249","205","75"
"85-89","226","116","107","59"
"90+","260","63","82","52"

"Datenstand 14.12.2020 20:30:22"
