"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","241","268","12","0"
"05-09","238","297","3","0"
"10-14","304","352","10","0"
"15-19","541","578","17","0"
"20-24","799","796","25","0"
"25-29","769","742","38","0"
"30-34","716","789","45","0"
"35-39","651","706","54","0"
"40-44","715","586","58","0"
"45-49","722","579","57","1"
"50-54","802","788","83","3"
"55-59","776","740","103","9"
"60-64","474","523","118","15"
"65-69","283","338","124","25"
"70-74","290","321","167","48"
"75-79","369","325","223","83"
"80-84","649","413","366","173"
"85-89","556","255","234","164"
"90+","611","175","175","175"

"Datenstand 14.03.2021 20:13:33"
