"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.848,13","5.842","+20","613","+2","212",""
"Segeberg","SE","1.490,75","4.132","+32","237","+10","89",""
"Stormarn","OD","1.485,94","3.628","+14","334","","118",""
"Herzogtum Lauenburg","RZ","1.654,89","3.277","+9","223","+1","69",""
"Lübeck","HL","1.392,42","3.015","+18","258","","73",""
"Kiel","KI","1.200,60","2.963","+20","248","+1","53",""
"Rendsburg-Eckernförde","RD","832,91","2.283","+15","193","+1","32","+1"
"Ostholstein","OH","1.083,08","2.172","+11","234","","65",""
"Schleswig-Flensburg","SL","966,41","1.944","+5","83","","30",""
"Flensburg","FL","1.935,36","1.745","+2","108","+1","29",""
"Nordfriesland","NF","1.031,03","1.711","+7","206","","52",""
"Steinburg","IZ","1.106,00","1.449","+7","120","","17",""
"Neumünster","NMS","1.400,32","1.123","+10","84","+1","9",""
"Dithmarschen","HEI","738,78","984","+2","86","+3","13",""
"Plön","PLO","608,46","783","+4","99","","17",""
"-"
"Schleswig-Holstein","SH","1.275,96","37.051","+176","3.126","+20","878","+1"

"Datenstand 19.05.2021 19:48:58"
