"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","243","271","12","0"
"05-09","240","298","3","0"
"10-14","304","355","10","0"
"15-19","545","579","17","0"
"20-24","805","799","26","0"
"25-29","773","746","38","0"
"30-34","719","799","45","0"
"35-39","656","712","54","0"
"40-44","720","598","58","0"
"45-49","725","586","57","1"
"50-54","802","794","85","3"
"55-59","778","743","105","9"
"60-64","474","525","119","16"
"65-69","285","339","125","25"
"70-74","292","323","168","48"
"75-79","370","327","225","84"
"80-84","650","413","369","176"
"85-89","558","258","240","165"
"90+","611","175","176","177"

"Datenstand 15.03.2021 20:30:59"
