"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","271,32","853","+9","140","","47",""
"Stormarn","OD","257,82","627","","56","","35",""
"Kiel","KI","185,82","460","+1","80","","11",""
"Segeberg","SE","166,29","459","+1","47","","7",""
"Herzogtum Lauenburg","RZ","179,96","355","","51","","18",""
"Rendsburg-Eckernförde","RD","128,68","351","","51","","14",""
"Lübeck","HL","127,07","276","","13","","1",""
"Steinburg","IZ","161,40","212","","25","","3",""
"Dithmarschen","HEI","155,39","207","+1","31","","5",""
"Schleswig-Flensburg","SL","93,99","188","","21","","4",""
"Neumünster","NMS","210,10","167","","13","","3",""
"Plön","PLO","127,48","164","","36","","8",""
"Ostholstein","OH","66,81","134","+2","17","","0",""
"Nordfriesland","NF","74,92","124","+1","17","","2",""
"Flensburg","FL","121,78","109","","7","","3",""
"-"
"Schleswig-Holstein","SH","161,77","4.686","+15","605","","161",""

"Datenstand 27.09.2020 19:30:24"
