"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.661,17","5.251","+63","497","+3","195",""
"Segeberg","SE","1.341,03","3.717","+23","148","","84",""
"Stormarn","OD","1.272,55","3.107","+41","292","","111",""
"Herzogtum Lauenburg","RZ","1.425,12","2.822","+25","191","+5","67",""
"Lübeck","HL","1.227,08","2.657","+15","243","","68",""
"Kiel","KI","938,03","2.315","+43","196","+1","50",""
"Rendsburg-Eckernförde","RD","717,99","1.968","+27","160","","27",""
"Ostholstein","OH","934,98","1.875","+26","210","+3","62",""
"Schleswig-Flensburg","SL","885,88","1.782","+10","73","","25",""
"Flensburg","FL","1.851,07","1.669","+6","103","","29",""
"Nordfriesland","NF","910,51","1.511","+8","196","","49",""
"Steinburg","IZ","924,34","1.211","+17","91","+3","11",""
"Neumünster","NMS","1.154,67","926","+1","70","","8",""
"Dithmarschen","HEI","623,16","830","+18","67","","9",""
"Plön","PLO","493,45","635","+6","81","","14",""
"-"
"Schleswig-Holstein","SH","1.111,52","32.276","+329","2.618","+15","809",""

"Datenstand 24.04.2021 19:00:56"
