"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","735","735","41","1"
"05-09","889","944","20","0"
"10-14","927","1.104","23","0"
"15-19","1.365","1.399","41","0"
"20-24","1.692","1.746","86","0"
"25-29","1.550","1.573","96","0"
"30-34","1.491","1.668","119","2"
"35-39","1.421","1.490","134","2"
"40-44","1.467","1.340","144","1"
"45-49","1.390","1.269","156","3"
"50-54","1.500","1.586","207","15"
"55-59","1.435","1.457","247","22"
"60-64","887","1.020","242","25"
"65-69","505","582","227","42"
"70-74","503","507","294","75"
"75-79","526","473","357","121"
"80-84","814","530","509","224"
"85-89","651","318","339","198"
"90+","687","195","238","212"

"Datenstand 02.08.2021 18:41:56"
