"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","120","129","10","0"
"05-09","179","161","4","0"
"10-14","231","213","6","0"
"15-19","382","375","13","0"
"20-24","468","569","17","0"
"25-29","467","542","30","0"
"30-34","457","462","40","0"
"35-39","428","403","27","2"
"40-44","398","393","26","1"
"45-49","413","427","47","3"
"50-54","509","511","48","0"
"55-59","457","502","77","6"
"60-64","300","317","69","10"
"65-69","161","189","71","10"
"70-74","172","148","90","24"
"75-79","184","152","122","33"
"80-84","208","169","153","55"
"85-89","123","67","79","39"
"90+","125","41","55","44"

"Datenstand 16.11.2020 20:02:45"
