"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","1.072","1.128","57","1"
"05-09","1.630","1.704","32","0"
"10-14","1.851","2.056","39","0"
"15-19","2.022","2.132","56","0"
"20-24","2.315","2.446","122","0"
"25-29","2.158","2.220","159","0"
"30-34","2.138","2.342","181","3"
"35-39","2.051","2.045","197","4"
"40-44","2.038","1.873","195","4"
"45-49","1.853","1.716","189","4"
"50-54","1.949","2.029","270","18"
"55-59","1.760","1.803","309","25"
"60-64","1.097","1.256","292","28"
"65-69","641","722","271","50"
"70-74","600","604","341","84"
"75-79","625","550","405","131"
"80-84","933","625","580","237"
"85-89","755","357","373","211"
"90+","788","217","265","225"

"Datenstand 28.10.2021 19:11:03"
