"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.959,17","6.193","+5","655","+1","222",""
"Segeberg","SE","1.552,45","4.303","+2","352","","93",""
"Stormarn","OD","1.579,73","3.857","+4","353","+1","127",""
"Herzogtum Lauenburg","RZ","1.730,64","3.427","","255","","73",""
"Lübeck","HL","1.462,15","3.166","","260","","74",""
"Kiel","KI","1.269,48","3.133","+4","269","+3","56",""
"Rendsburg-Eckernförde","RD","881,07","2.415","","204","","35",""
"Ostholstein","OH","1.122,47","2.251","","237","","67",""
"Schleswig-Flensburg","SL","985,80","1.983","","87","","31",""
"Nordfriesland","NF","1.087,67","1.805","","210","","54",""
"Flensburg","FL","1.964,20","1.771","","110","","29",""
"Steinburg","IZ","1.146,45","1.502","","141","","20",""
"Neumünster","NMS","1.438,97","1.154","","86","","9",""
"Dithmarschen","HEI","764,30","1.018","","91","","20",""
"Plön","PLO","630,99","812","","106","+1","18",""
"-"
"Schleswig-Holstein","SH","1.335,85","38.790","+15","3.416","+6","928",""

"Datenstand 25.06.2021 19:26:18"
