"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","656","663","31","1"
"05-09","756","835","13","0"
"10-14","803","965","18","0"
"15-19","1.178","1.228","34","0"
"20-24","1.511","1.549","73","0"
"25-29","1.396","1.414","81","0"
"30-34","1.369","1.523","99","1"
"35-39","1.296","1.371","107","2"
"40-44","1.359","1.252","122","1"
"45-49","1.294","1.162","143","2"
"50-54","1.427","1.487","172","7"
"55-59","1.357","1.379","216","20"
"60-64","843","957","209","22"
"65-69","479","557","206","37"
"70-74","486","496","265","69"
"75-79","517","467","336","117"
"80-84","796","516","488","209"
"85-89","634","312","315","189"
"90+","670","190","223","204"

"Datenstand 21.05.2021 19:08:57"
