"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","360,70","1.134","+38","79","+2","18","+4"
"Segeberg","SE","245,62","678","+18","23","+3","9","+2"
"Stormarn","OD","250,83","610","+16","44","+2","4",""
"Lübeck","HL","250,92","545","+30","21","","5",""
"Kiel","KI","183,40","454","+13","51","+2","12","+2"
"Nordfriesland","NF","264,04","437","+30","79","+1","2",""
"Herzogtum Lauenburg","RZ","220,52","435","+11","15","+1","11","+2"
"Ostholstein","OH","179,48","360","","54","+1","8","+1"
"Rendsburg-Eckernförde","RD","124,64","340","+3","40","+5","1","+1"
"Schleswig-Flensburg","SL","157,98","316","+9","16","+2","6",""
"Flensburg","FL","324,01","290","+25","11","+1","6","+2"
"Steinburg","IZ","149,22","196","+6","8","","1",""
"Neumünster","NMS","232,74","185","+10","11","+2","1",""
"Dithmarschen","HEI","127,62","170","+3","13","+1","1",""
"Plön","PLO","101,05","130","+8","27","+1","2",""
"-"
"Schleswig-Holstein","SH","216,80","6.280","+220","492","+24","87","+14"

"Datenstand 18.01.2021 20:24:25"
