"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","52","54","6","0"
"05-09","63","60","3","0"
"10-14","81","84","4","0"
"15-19","145","128","5","0"
"20-24","228","250","9","0"
"25-29","232","238","18","0"
"30-34","202","213","19","0"
"35-39","180","167","10","0"
"40-44","173","165","19","0"
"45-49","176","193","26","3"
"50-54","253","241","32","0"
"55-59","227","246","51","6"
"60-64","140","143","47","8"
"65-69","88","101","52","10"
"70-74","85","80","51","18"
"75-79","115","86","92","27"
"80-84","113","106","109","37"
"85-89","76","38","54","26"
"90+","73","24","29","27"

"Datenstand 12.10.2020 20:20:42"
