"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.558,98","8.089","+9","765","+3","240",""
"Segeberg","SE","1.976,37","5.478","+10","432","+4","100",""
"Stormarn","OD","2.018,38","4.928","+26","443","+2","137",""
"Kiel","KI","1.982,63","4.893","+6","364","+1","67","+1"
"Herzogtum Lauenburg","RZ","2.183,12","4.323","+8","284","+1","77",""
"Lübeck","HL","1.975,71","4.278","+9","293","","75",""
"Rendsburg-Eckernförde","RD","1.185,34","3.249","+9","231","","39","+1"
"Ostholstein","OH","1.353,35","2.714","","259","","68",""
"Schleswig-Flensburg","SL","1.198,08","2.410","+3","102","","31",""
"Flensburg","FL","2.578,63","2.325","+5","123","","29",""
"Nordfriesland","NF","1.398,61","2.321","+1","244","+1","56",""
"Steinburg","IZ","1.515,88","1.986","+7","171","+1","22",""
"Neumünster","NMS","2.227,04","1.786","+3","120","","10","+1"
"Dithmarschen","HEI","1.218,53","1.623","","134","","22",""
"Plön","PLO","955,81","1.230","+5","142","+1","21",""
"-"
"Schleswig-Holstein","SH","1.778,13","51.633","+101","4.107","+14","994","+3"

"Datenstand 04.10.2021 18:35:28"
