"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","455,17","1.431","","172","","48",""
"Stormarn","OD","438,33","1.066","+13","64","","37",""
"Segeberg","SE","344,89","952","+30","65","","8",""
"Kiel","KI","272,67","675","+7","98","+2","12",""
"Lübeck","HL","300,65","653","+64","23","","3","+1"
"Herzogtum Lauenburg","RZ","310,24","612","+6","57","","19",""
"Rendsburg-Eckernförde","RD","210,80","575","+7","68","","15",""
"Dithmarschen","HEI","304,78","406","+2","53","","10",""
"Schleswig-Flensburg","SL","186,98","374","+5","29","+1","6","+1"
"Nordfriesland","NF","221,74","367","+6","28","","2",""
"Ostholstein","OH","160,53","322","+6","24","","0",""
"Steinburg","IZ","227,64","299","","30","","3",""
"Neumünster","NMS","348,48","277","+15","15","","3",""
"Flensburg","FL","248,03","222","","9","","3",""
"Plön","PLO","172,57","222","","42","","8",""
"-"
"Schleswig-Holstein","SH","291,81","8.453","+161","777","+3","177","+2"

"Datenstand 01.11.2020 20:36:00"
