"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","136","14","7"
"02.01.2021","262","34","22"
"03.01.2021","201","37","10"
"04.01.2021","260","34","13"
"05.01.2021","538","54","11"
"06.01.2021","533","39","18"
"07.01.2021","478","32","12"
"08.01.2021","523","43","17"
"09.01.2021","407","34","12"
"10.01.2021","141","17","13"
"11.01.2021","259","45","11"
"12.01.2021","403","46","13"
"13.01.2021","491","47","17"
"14.01.2021","421","39","11"
"15.01.2021","413","60","10"
"16.01.2021","353","33","11"
"17.01.2021","202","23","5"
"18.01.2021","236","26","9"
"19.01.2021","469","43","19"
"20.01.2021","484","46","10"
"21.01.2021","497","46","18"
"22.01.2021","459","35","16"
"23.01.2021","439","38","8"
"24.01.2021","157","24","6"
"25.01.2021","163","34","10"
"26.01.2021","546","40","8"
"27.01.2021","464","45","16"
"28.01.2021","384","42","6"
"29.01.2021","347","39","9"
"30.01.2021","262","15","2"
"31.01.2021","179","17","2"
"01.02.2021","130","20","0"
"02.02.2021","368","28","3"
"03.02.2021","342","22","1"
"04.02.2021","329","31","3"
"05.02.2021","261","14","1"
"06.02.2021","262","3","0"
"07.02.2021","92","6","0"

"Datenstand 07.02.2021 20:40:40"
