"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","31","40","4","0"
"05-09","48","48","3","0"
"10-14","56","57","4","0"
"15-19","100","81","5","0"
"20-24","165","167","7","0"
"25-29","184","176","17","0"
"30-34","156","160","15","0"
"35-39","157","128","10","0"
"40-44","143","137","15","0"
"45-49","142","157","22","3"
"50-54","216","200","25","0"
"55-59","199","210","49","6"
"60-64","116","113","43","8"
"65-69","80","88","50","10"
"70-74","73","72","49","18"
"75-79","105","81","89","26"
"80-84","105","96","102","37"
"85-89","70","35","48","26"
"90+","72","21","28","27"

"Datenstand 15.09.2020 18:56:46"
