"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","215","245","12","0"
"05-09","219","267","3","0"
"10-14","278","329","10","0"
"15-19","515","545","16","0"
"20-24","756","762","25","0"
"25-29","736","712","37","0"
"30-34","688","746","44","0"
"35-39","619","675","50","0"
"40-44","685","546","51","0"
"45-49","699","556","55","1"
"50-54","770","753","81","3"
"55-59","748","701","101","9"
"60-64","461","498","111","14"
"65-69","269","327","120","25"
"70-74","284","308","164","46"
"75-79","364","318","221","81"
"80-84","640","406","360","171"
"85-89","551","250","230","160"
"90+","607","171","174","170"

"Datenstand 10.03.2021 20:09:52"
