"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.085,59","3.413","","301","","68",""
"Stormarn","OD","1.068,27","2.598","+23","133","+3","69",""
"Segeberg","SE","810,05","2.236","+19","132","","43",""
"Lübeck","HL","1.016,12","2.207","+15","73","","12",""
"Kiel","KI","795,40","1.969","+21","198","+1","29",""
"Herzogtum Lauenburg","RZ","751,28","1.482","+8","89","","26",""
"Rendsburg-Eckernförde","RD","529,01","1.443","+16","118","","17",""
"Ostholstein","OH","440,72","884","+11","62","+4","6",""
"Nordfriesland","NF","519,62","860","+4","58","","7",""
"Dithmarschen","HEI","638,09","850","+8","85","","15",""
"Steinburg","IZ","542,08","712","+17","52","","5",""
"Schleswig-Flensburg","SL","327,46","655","+6","46","","7",""
"Neumünster","NMS","793,84","631","","36","","8",""
"Plön","PLO","365,34","470","+2","67","","8",""
"Flensburg","FL","477,07","427","+7","25","+5","4",""
"-"
"Schleswig-Holstein","SH","719,33","20.837","+157","1.475","+13","324",""

"Datenstand 20.12.2020 21:02:28"
