"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","246","252","13","0"
"05-09","312","328","8","0"
"10-14","435","437","11","0"
"15-19","753","763","21","0"
"20-24","899","970","29","0"
"25-29","868","934","40","0"
"30-34","820","811","57","0"
"35-39","809","740","40","2"
"40-44","784","726","48","2"
"45-49","783","779","76","3"
"50-54","966","991","89","0"
"55-59","851","862","108","9"
"60-64","551","576","110","12"
"65-69","295","348","105","14"
"70-74","292","270","138","34"
"75-79","320","275","180","46"
"80-84","424","303","232","85"
"85-89","307","160","126","70"
"90+","349","89","99","71"

"Datenstand 22.12.2020 20:38:50"
