"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","206","212","13","0"
"05-09","275","293","7","0"
"10-14","388","370","10","0"
"15-19","623","640","19","0"
"20-24","760","840","22","0"
"25-29","713","783","38","0"
"30-34","692","684","54","0"
"35-39","668","635","36","2"
"40-44","650","607","41","2"
"45-49","653","653","70","3"
"50-54","786","816","77","0"
"55-59","687","712","103","8"
"60-64","438","469","98","10"
"65-69","243","286","89","12"
"70-74","253","222","126","30"
"75-79","270","221","162","40"
"80-84","331","243","201","75"
"85-89","224","112","104","59"
"90+","249","60","76","52"

"Datenstand 13.12.2020 20:24:41"
