"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","877,25","2.758","+55","257","+2","56",""
"Stormarn","OD","795,24","1.934","","105","","59",""
"Segeberg","SE","641,23","1.770","","120","","35",""
"Kiel","KI","582,11","1.441","+6","154","","18","+1"
"Lübeck","HL","645,95","1.403","+32","56","","6",""
"Herzogtum Lauenburg","RZ","596,16","1.176","+11","80","+1","24",""
"Rendsburg-Eckernförde","RD","387,13","1.056","+6","100","+2","17",""
"Nordfriesland","NF","422,94","700","+11","53","","4",""
"Dithmarschen","HEI","502,21","669","+16","70","","14",""
"Ostholstein","OH","325,06","652","+3","46","","3",""
"Schleswig-Flensburg","SL","267,97","536","+3","39","","7",""
"Neumünster","NMS","639,10","508","+6","34","","6",""
"Steinburg","IZ","356,31","468","+2","42","","4",""
"Plön","PLO","282,94","364","","59","","8",""
"Flensburg","FL","375,40","336","+3","17","","4",""
"-"
"Schleswig-Holstein","SH","544,44","15.771","+154","1.232","+5","265","+1"

"Datenstand 06.12.2020 20:22:05"
