"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.734,24","8.643","+53","799","+1","242",""
"Segeberg","SE","2.132,95","5.912","+37","462","+1","104","+2"
"Stormarn","OD","2.225,22","5.433","+49","468","","141",""
"Kiel","KI","2.159,29","5.329","+47","387","+1","68",""
"Herzogtum Lauenburg","RZ","2.333,11","4.620","+39","295","","80",""
"Lübeck","HL","2.100,86","4.549","+38","299","+2","75",""
"Rendsburg-Eckernförde","RD","1.303,91","3.574","+42","237","+1","43",""
"Ostholstein","OH","1.443,11","2.894","+32","263","","67",""
"Schleswig-Flensburg","SL","1.271,15","2.557","+19","107","-1","32",""
"Nordfriesland","NF","1.488,39","2.470","+14","254","","57",""
"Flensburg","FL","2.723,93","2.456","+14","127","","29",""
"Steinburg","IZ","1.603,66","2.101","+12","175","","28",""
"Neumünster","NMS","2.426,55","1.946","+18","129","+1","10",""
"Dithmarschen","HEI","1.314,63","1.751","+24","145","+1","23",""
"Plön","PLO","1.064,61","1.370","+25","150","+1","22",""
"-"
"Schleswig-Holstein","SH","1.914,92","55.605","+463","4.297","+8","1.021","+2"

"Datenstand 26.10.2021 20:48:49"
