"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","136","14","7"
"02.01.2021","263","35","25"
"03.01.2021","201","37","10"
"04.01.2021","260","34","14"
"05.01.2021","538","55","12"
"06.01.2021","532","44","21"
"07.01.2021","478","32","13"
"08.01.2021","523","43","18"
"09.01.2021","405","34","13"
"10.01.2021","141","18","13"
"11.01.2021","258","45","12"
"12.01.2021","403","48","14"
"13.01.2021","489","50","18"
"14.01.2021","421","41","13"
"15.01.2021","412","59","16"
"16.01.2021","352","33","15"
"17.01.2021","201","24","8"
"18.01.2021","238","27","9"
"19.01.2021","469","48","24"
"20.01.2021","484","46","15"
"21.01.2021","497","47","21"
"22.01.2021","460","40","25"
"23.01.2021","439","38","11"
"24.01.2021","156","24","9"
"25.01.2021","163","35","15"
"26.01.2021","545","43","16"
"27.01.2021","463","48","20"
"28.01.2021","383","45","14"
"29.01.2021","347","45","26"
"30.01.2021","260","19","5"
"31.01.2021","179","18","6"
"01.02.2021","129","20","4"
"02.02.2021","362","33","9"
"03.02.2021","339","27","7"
"04.02.2021","328","42","4"
"05.02.2021","261","21","4"
"06.02.2021","268","17","5"
"07.02.2021","107","14","0"
"08.02.2021","135","28","5"
"09.02.2021","313","14","1"
"10.02.2021","335","15","3"
"11.02.2021","359","19","2"
"12.02.2021","227","15","0"
"13.02.2021","190","7","0"
"14.02.2021","116","8","0"
"15.02.2021","142","7","0"
"16.02.2021","251","9","0"

"Datenstand 16.02.2021 20:08:05"
