"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","247,46","778","+1","138","","47",""
"Stormarn","OD","231,50","563","","54","","35",""
"Kiel","KI","180,57","447","","79","","11",""
"Segeberg","SE","154,69","427","+2","45","","7",""
"Rendsburg-Eckernförde","RD","122,45","334","","51","","14",""
"Herzogtum Lauenburg","RZ","163,23","322","","51","","18",""
"Lübeck","HL","108,20","235","","11","","1",""
"Steinburg","IZ","153,79","202","","25","","3",""
"Schleswig-Flensburg","SL","90,49","181","+1","21","","4",""
"Dithmarschen","HEI","126,12","168","","27","","5",""
"Plön","PLO","119,71","154","","35","","8",""
"Neumünster","NMS","162,29","129","+3","10","","3",""
"Nordfriesland","NF","67,67","112","+1","16","","2",""
"Ostholstein","OH","48,86","98","+1","14","","0",""
"Flensburg","FL","90,50","81","","6","","3",""
"-"
"Schleswig-Holstein","SH","146,06","4.231","+9","583","","161",""

"Datenstand 13.09.2020 19:14:46"
