"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.952,21","6.171","+11","646","+1","221",""
"Segeberg","SE","1.548,12","4.291","+1","337","","93",""
"Stormarn","OD","1.572,76","3.840","+3","352","","127",""
"Herzogtum Lauenburg","RZ","1.728,62","3.423","+2","255","","73",""
"Lübeck","HL","1.460,77","3.163","","260","","74",""
"Kiel","KI","1.265,43","3.123","","264","","56",""
"Rendsburg-Eckernförde","RD","880,71","2.414","","204","","35",""
"Ostholstein","OH","1.121,98","2.250","","237","","67",""
"Schleswig-Flensburg","SL","985,80","1.983","","87","","31",""
"Nordfriesland","NF","1.088,27","1.806","","211","","54",""
"Flensburg","FL","1.963,09","1.770","","110","","29",""
"Steinburg","IZ","1.144,92","1.500","","140","","20",""
"Neumünster","NMS","1.433,99","1.150","+1","86","","9",""
"Dithmarschen","HEI","763,55","1.017","","90","","20",""
"Plön","PLO","629,44","810","+1","105","+1","18",""
"-"
"Schleswig-Holstein","SH","1.333,13","38.711","+19","3.384","+2","927",""

"Datenstand 19.06.2021 18:59:11"
