"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.979,42","6.257","+12","663","+1","226",""
"Segeberg","SE","1.565,08","4.338","+4","365","","93",""
"Stormarn","OD","1.591,61","3.886","+4","355","","127",""
"Herzogtum Lauenburg","RZ","1.740,74","3.447","+5","257","","73",""
"Lübeck","HL","1.481,55","3.208","+4","262","","74",""
"Kiel","KI","1.283,66","3.168","+2","271","","58",""
"Rendsburg-Eckernförde","RD","892,75","2.447","+6","205","","35",""
"Ostholstein","OH","1.128,96","2.264","+5","238","+1","67",""
"Schleswig-Flensburg","SL","990,28","1.992","+1","88","","31",""
"Nordfriesland","NF","1.095,50","1.818","+2","210","","54",""
"Flensburg","FL","1.974,18","1.780","","110","","29",""
"Steinburg","IZ","1.147,98","1.504","","141","","20",""
"Neumünster","NMS","1.480,12","1.187","+1","89","","9",""
"Dithmarschen","HEI","766,56","1.021","","91","","20",""
"Plön","PLO","638,76","822","","107","","18",""
"-"
"Schleswig-Holstein","SH","1.347,87","39.139","+46","3.452","+2","934",""

"Datenstand 14.07.2021 18:54:16"
