"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","133","136","10","0"
"05-09","124","143","2","0"
"10-14","169","187","8","0"
"15-19","349","313","8","0"
"20-24","547","494","15","0"
"25-29","539","472","24","0"
"30-34","463","514","28","0"
"35-39","434","452","33","0"
"40-44","462","338","26","0"
"45-49","507","351","34","1"
"50-54","551","507","55","2"
"55-59","536","490","68","4"
"60-64","343","356","77","7"
"65-69","200","232","88","13"
"70-74","217","241","123","28"
"75-79","289","252","163","53"
"80-84","527","332","267","100"
"85-89","476","204","182","101"
"90+","508","142","133","111"

"Datenstand 10.02.2021 20:27:29"
