"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","167","183","12","0"
"05-09","232","234","5","0"
"10-14","317","298","10","0"
"15-19","514","499","15","0"
"20-24","610","707","21","0"
"25-29","591","692","36","0"
"30-34","582","580","51","0"
"35-39","547","506","33","2"
"40-44","538","503","34","1"
"45-49","548","550","63","3"
"50-54","646","659","63","0"
"55-59","567","605","94","7"
"60-64","363","397","83","10"
"65-69","199","232","83","12"
"70-74","219","184","113","26"
"75-79","222","185","150","38"
"80-84","255","195","179","66"
"85-89","153","83","92","48"
"90+","148","45","62","46"

"Datenstand 02.12.2020 20:06:11"
