"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","152","161","11","0"
"05-09","146","176","2","0"
"10-14","194","215","8","0"
"15-19","388","367","8","0"
"20-24","590","564","18","0"
"25-29","583","535","24","0"
"30-34","527","579","34","0"
"35-39","468","505","38","0"
"40-44","521","395","28","0"
"45-49","562","420","38","1"
"50-54","614","575","59","2"
"55-59","596","553","78","6"
"60-64","377","395","88","7"
"65-69","214","263","99","19"
"70-74","230","260","132","36"
"75-79","312","274","183","61"
"80-84","562","352","301","123"
"85-89","498","219","195","125"
"90+","540","153","142","135"

"Datenstand 17.02.2021 20:31:09"
