"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","33","29","3","0"
"05-09","25","24","1","0"
"10-14","47","53","3","0"
"15-19","101","98","1","0"
"20-24","181","173","2","0"
"25-29","165","144","7","0"
"30-34","139","172","8","0"
"35-39","124","148","12","0"
"40-44","137","93","4","0"
"45-49","137","106","6","0"
"50-54","176","152","12","0"
"55-59","156","129","17","0"
"60-64","115","101","16","0"
"65-69","62","69","10","1"
"70-74","69","73","23","2"
"75-79","89","86","34","9"
"80-84","155","103","61","12"
"85-89","138","56","34","10"
"90+","140","41","28","9"

"Datenstand 12.01.2021 20:12:06"
