"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","538,18","1.692","+24","185","","48",""
"Stormarn","OD","515,22","1.253","+20","69","","43","+1"
"Segeberg","SE","414,08","1.143","+40","85","","20",""
"Kiel","KI","322,36","798","+11","111","+1","14",""
"Lübeck","HL","364,64","792","+40","29","+4","4",""
"Herzogtum Lauenburg","RZ","371,58","733","+7","59","","19",""
"Rendsburg-Eckernförde","RD","255,16","696","+11","72","+1","15",""
"Nordfriesland","NF","296,06","490","+11","31","","2",""
"Dithmarschen","HEI","340,82","454","+1","62","","12",""
"Schleswig-Flensburg","SL","215,47","431","+7","31","","6",""
"Ostholstein","OH","183,47","368","","26","","1",""
"Steinburg","IZ","252,77","332","+2","34","","3",""
"Neumünster","NMS","401,32","319","+1","15","","3",""
"Plön","PLO","193,55","249","","48","","8",""
"Flensburg","FL","275,97","247","+2","10","+1","3",""
"-"
"Schleswig-Holstein","SH","345,12","9.997","+177","867","+7","201","+1"

"Datenstand 08.11.2020 20:05:26"
