"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","663","668","31","1"
"05-09","770","843","13","0"
"10-14","805","976","19","0"
"15-19","1.181","1.235","34","0"
"20-24","1.521","1.551","72","0"
"25-29","1.409","1.432","81","0"
"30-34","1.377","1.536","99","1"
"35-39","1.312","1.376","109","2"
"40-44","1.362","1.254","122","1"
"45-49","1.304","1.167","143","2"
"50-54","1.433","1.498","174","8"
"55-59","1.361","1.386","216","20"
"60-64","846","964","210","22"
"65-69","482","559","206","38"
"70-74","488","496","265","70"
"75-79","518","466","336","117"
"80-84","796","517","487","209"
"85-89","636","313","317","191"
"90+","670","191","224","204"

"Datenstand 24.05.2021 18:45:58"
