"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.224,27","7.031","+34","699","+1","229",""
"Segeberg","SE","1.735,00","4.809","+22","382","","94",""
"Stormarn","OD","1.747,24","4.266","+5","388","+1","129",""
"Kiel","KI","1.580,27","3.900","+36","299","+1","60","+1"
"Herzogtum Lauenburg","RZ","1.919,01","3.800","+8","268","","75",""
"Lübeck","HL","1.687,53","3.654","+30","283","","75",""
"Rendsburg-Eckernförde","RD","982,86","2.694","+8","208","","35",""
"Ostholstein","OH","1.217,72","2.442","+12","244","","67",""
"Schleswig-Flensburg","SL","1.088,71","2.190","+11","93","","31",""
"Nordfriesland","NF","1.248,56","2.072","+8","226","","54",""
"Flensburg","FL","2.281,40","2.057","+5","115","+1","29",""
"Steinburg","IZ","1.309,79","1.716","+7","150","","21",""
"Neumünster","NMS","1.783,13","1.430","+22","100","+1","9",""
"Dithmarschen","HEI","923,47","1.230","","103","","20",""
"Plön","PLO","774,75","997","+14","121","","18",""
"-"
"Schleswig-Holstein","SH","1.525,19","44.288","+222","3.679","+5","946","+1"

"Datenstand 20.08.2021 18:35:39"
