"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.980,68","6.261","+4","664","+1","226",""
"Segeberg","SE","1.566,16","4.341","+3","365","","93",""
"Stormarn","OD","1.594,47","3.893","+7","355","","127",""
"Herzogtum Lauenburg","RZ","1.742,76","3.451","+4","257","","73",""
"Lübeck","HL","1.482,47","3.210","+2","262","","74",""
"Kiel","KI","1.285,28","3.172","+4","271","","58",""
"Rendsburg-Eckernförde","RD","894,57","2.452","+5","205","","35",""
"Ostholstein","OH","1.129,95","2.266","+2","238","","67",""
"Schleswig-Flensburg","SL","990,28","1.992","","88","","31",""
"Nordfriesland","NF","1.096,71","1.820","+2","210","","54",""
"Flensburg","FL","1.974,18","1.780","","110","","29",""
"Steinburg","IZ","1.147,98","1.504","","141","","20",""
"Neumünster","NMS","1.480,12","1.187","","89","","9",""
"Dithmarschen","HEI","766,56","1.021","","91","","20",""
"Plön","PLO","640,32","824","+2","107","","18",""
"-"
"Schleswig-Holstein","SH","1.349,07","39.174","+35","3.453","+1","934",""

"Datenstand 15.07.2021 19:00:32"
