"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.995,87","6.309","+15","667","","226",""
"Segeberg","SE","1.577,70","4.373","+5","366","","93",""
"Stormarn","OD","1.612,90","3.938","+7","358","","127",""
"Herzogtum Lauenburg","RZ","1.749,83","3.465","+1","258","","73",""
"Lübeck","HL","1.501,87","3.252","+6","263","","74",""
"Kiel","KI","1.300,27","3.209","+11","272","+1","58",""
"Rendsburg-Eckernförde","RD","897,12","2.459","","205","","35",""
"Ostholstein","OH","1.143,92","2.294","+5","238","","67",""
"Schleswig-Flensburg","SL","998,23","2.008","+4","88","","31",""
"Nordfriesland","NF","1.112,38","1.846","+7","210","","54",""
"Flensburg","FL","1.984,16","1.789","+4","110","","29",""
"Steinburg","IZ","1.155,61","1.514","+2","141","","20",""
"Neumünster","NMS","1.496,33","1.200","+3","90","+1","9",""
"Dithmarschen","HEI","780,07","1.039","+4","91","","20",""
"Plön","PLO","641,10","825","","107","","18",""
"-"
"Schleswig-Holstein","SH","1.360,99","39.520","+74","3.464","+2","934",""

"Datenstand 22.07.2021 18:57:32"
