"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","60","49","4","0"
"05-09","50","44","1","0"
"10-14","82","82","4","0"
"15-19","170","175","3","0"
"20-24","276","264","6","0"
"25-29","290","233","16","0"
"30-34","232","269","12","0"
"35-39","216","231","16","0"
"40-44","225","178","9","0"
"45-49","234","162","14","0"
"50-54","265","252","17","1"
"55-59","245","210","27","0"
"60-64","178","167","33","1"
"65-69","97","119","23","3"
"70-74","111","125","56","5"
"75-79","139","140","62","14"
"80-84","241","162","113","31"
"85-89","221","106","65","24"
"90+","241","69","48","21"

"Datenstand 19.01.2021 20:45:42"
