"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.551,39","4.904","+59","465","+1","190","+1"
"Segeberg","SE","1.276,45","3.538","+36","135","+1","83",""
"Stormarn","OD","1.160,32","2.833","+32","275","","110",""
"Herzogtum Lauenburg","RZ","1.330,68","2.635","+38","180","","66",""
"Lübeck","HL","1.167,97","2.529","+24","240","+2","67",""
"Kiel","KI","841,19","2.076","+14","185","","48",""
"Rendsburg-Eckernförde","RD","660,71","1.811","+22","153","","24",""
"Ostholstein","OH","846,22","1.697","+29","197","","60",""
"Schleswig-Flensburg","SL","832,69","1.675","+13","71","","24",""
"Flensburg","FL","1.810,04","1.632","+5","104","","29",""
"Nordfriesland","NF","873,75","1.450","+15","195","+1","47",""
"Steinburg","IZ","827,40","1.084","+30","79","","10",""
"Neumünster","NMS","1.106,04","887","+11","65","","8",""
"Dithmarschen","HEI","546,58","728","+11","60","","9",""
"Plön","PLO","451,49","581","+13","79","","14",""
"-"
"Schleswig-Holstein","SH","1.035,20","30.060","+352","2.483","+5","789","+1"

"Datenstand 17.04.2021 20:36:29"
