"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.331,46","4.186","+73","368","+15","83","+4"
"Stormarn","OD","1.296,90","3.154","+91","157","","75","+4"
"Lübeck","HL","1.157,01","2.513","+24","74","+1","19","+1"
"Segeberg","SE","910,04","2.512","+57","148","+4","52",""
"Kiel","KI","912,95","2.260","+45","229","+4","34",""
"Herzogtum Lauenburg","RZ","865,34","1.707","+53","96","+2","27",""
"Rendsburg-Eckernförde","RD","596,83","1.628","+19","136","","19","+1"
"Ostholstein","OH","532,45","1.068","+19","74","+1","12","+1"
"Nordfriesland","NF","563,72","933","+16","71","+7","19","+6"
"Dithmarschen","HEI","688,39","917","","92","","23",""
"Schleswig-Flensburg","SL","436,45","873","+48","62","+2","10",""
"Steinburg","IZ","631,15","829","+11","73","+4","13",""
"Neumünster","NMS","835,36","664","+8","40","+2","9",""
"Plön","PLO","411,20","529","+11","74","+3","9",""
"Flensburg","FL","538,52","482","+8","30","+1","7",""
"-"
"Schleswig-Holstein","SH","837,33","24.255","+483","1.724","+46","411","+17"

"Datenstand 29.12.2020 20:02:36"
