"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","67","66","4","0"
"05-09","67","54","1","0"
"10-14","100","95","5","0"
"15-19","195","206","4","0"
"20-24","328","316","8","0"
"25-29","351","277","18","0"
"30-34","275","327","15","0"
"35-39","254","285","21","0"
"40-44","278","201","14","0"
"45-49","284","202","15","0"
"50-54","326","303","20","1"
"55-59","297","257","32","0"
"60-64","221","203","37","3"
"65-69","116","139","33","4"
"70-74","133","155","62","10"
"75-79","169","155","76","19"
"80-84","312","196","135","41"
"85-89","279","126","81","32"
"90+","293","85","65","30"

"Datenstand 22.01.2021 20:08:35"
