"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","74","76","6","0"
"05-09","73","65","1","0"
"10-14","110","102","5","0"
"15-19","213","226","4","0"
"20-24","352","339","9","0"
"25-29","366","299","18","0"
"30-34","298","346","15","0"
"35-39","274","294","22","0"
"40-44","297","211","14","0"
"45-49","313","224","18","0"
"50-54","351","324","23","1"
"55-59","318","277","35","0"
"60-64","231","218","38","3"
"65-69","128","152","39","4"
"70-74","144","166","72","12"
"75-79","182","164","81","20"
"80-84","342","211","146","43"
"85-89","304","135","95","34"
"90+","315","90","75","34"

"Datenstand 24.01.2021 20:10:25"
