"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.027,38","3.230","+20","341","+1","174",""
"Segeberg","SE","682,89","1.885","+40","80","+1","63","+1"
"Lübeck","HL","830,12","1.803","+16","203","+2","63",""
"Stormarn","OD","705,19","1.715","+40","207","+2","87","+6"
"Herzogtum Lauenburg","RZ","762,43","1.504","+40","139","+10","52","+1"
"Kiel","KI","500,51","1.239","+11","120","+2","40","+1"
"Schleswig-Flensburg","SL","618,92","1.238","+12","58","","19",""
"Flensburg","FL","1.383,18","1.238","+9","73","+1","24",""
"Nordfriesland","NF","709,34","1.174","+5","166","","41",""
"Ostholstein","OH","571,34","1.146","+9","167","","55",""
"Rendsburg-Eckernförde","RD","407,30","1.111","+20","108","","21",""
"Steinburg","IZ","421,02","553","+5","41","+4","7","+1"
"Neumünster","NMS","660,49","525","+10","47","+1","7",""
"Dithmarschen","HEI","290,52","387","+2","35","+2","7",""
"Plön","PLO","290,72","374","+8","58","","12",""
"-"
"Schleswig-Holstein","SH","660,13","19.122","+247","1.843","+26","672","+10"

"Datenstand 09.03.2021 20:05:26"
