"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.983,85","6.271","+10","665","+1","226",""
"Segeberg","SE","1.567,96","4.346","+5","365","","93",""
"Stormarn","OD","1.596,93","3.899","+6","355","","127",""
"Herzogtum Lauenburg","RZ","1.744,78","3.455","+4","258","+1","73",""
"Lübeck","HL","1.486,17","3.218","+8","262","","74",""
"Kiel","KI","1.286,09","3.174","+2","271","","58",""
"Rendsburg-Eckernförde","RD","895,30","2.454","+2","206","+1","35",""
"Ostholstein","OH","1.133,45","2.273","+7","238","","67",""
"Schleswig-Flensburg","SL","991,27","1.994","+2","88","","31",""
"Nordfriesland","NF","1.099,12","1.824","+4","210","","54",""
"Flensburg","FL","1.975,29","1.781","+1","110","","29",""
"Steinburg","IZ","1.148,74","1.505","+1","141","","20",""
"Neumünster","NMS","1.485,11","1.191","+4","89","","9",""
"Dithmarschen","HEI","767,31","1.022","+1","91","","20",""
"Plön","PLO","640,32","824","","107","","18",""
"-"
"Schleswig-Holstein","SH","1.351,04","39.231","+57","3.456","+3","934",""

"Datenstand 16.07.2021 19:21:00"
