"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.875,97","5.930","+6","618","","215",""
"Segeberg","SE","1.506,63","4.176","+6","241","","91",""
"Stormarn","OD","1.504,78","3.674","+19","337","+2","118",""
"Herzogtum Lauenburg","RZ","1.674,08","3.315","+3","225","","69",""
"Lübeck","HL","1.414,58","3.063","+10","258","","74",""
"Kiel","KI","1.225,72","3.025","+10","253","+1","54","+1"
"Rendsburg-Eckernförde","RD","851,52","2.334","+7","195","","32",""
"Ostholstein","OH","1.100,04","2.206","+2","236","","65",""
"Schleswig-Flensburg","SL","971,39","1.954","","85","","30",""
"Flensburg","FL","1.938,69","1.748","+2","108","","29",""
"Nordfriesland","NF","1.042,48","1.730","+4","206","","52",""
"Steinburg","IZ","1.126,61","1.476","+6","128","","17",""
"Neumünster","NMS","1.414,04","1.134","+1","84","","9",""
"Dithmarschen","HEI","744,78","992","+3","86","","14",""
"Plön","PLO","617,78","795","+1","100","","17",""
"-"
"Schleswig-Holstein","SH","1.293,21","37.552","+80","3.160","+3","886","+1"

"Datenstand 24.05.2021 18:45:58"
