"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","45","49","5","0"
"05-09","55","54","3","0"
"10-14","74","71","4","0"
"15-19","134","117","5","0"
"20-24","211","218","9","0"
"25-29","217","214","17","0"
"30-34","184","190","18","0"
"35-39","171","149","10","0"
"40-44","167","154","18","0"
"45-49","160","179","24","3"
"50-54","237","221","28","0"
"55-59","209","227","49","6"
"60-64","128","129","44","8"
"65-69","86","93","51","10"
"70-74","79","74","50","18"
"75-79","111","83","91","27"
"80-84","111","102","106","37"
"85-89","76","36","52","26"
"90+","72","23","29","27"

"Datenstand 03.10.2020 19:40:01"
