"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.700,08","5.374","+44","508","+3","196",""
"Segeberg","SE","1.366,28","3.787","+29","157","+3","87",""
"Stormarn","OD","1.319,24","3.221","+29","300","+3","115","+1"
"Herzogtum Lauenburg","RZ","1.465,52","2.902","+39","197","+2","68","+1"
"Lübeck","HL","1.248,33","2.703","+9","247","","69","+1"
"Kiel","KI","984,22","2.429","+38","207","+4","50",""
"Rendsburg-Eckernförde","RD","742,80","2.036","+26","169","+2","28",""
"Ostholstein","OH","967,39","1.940","+18","212","+1","62",""
"Schleswig-Flensburg","SL","898,80","1.808","+5","73","","25",""
"Flensburg","FL","1.876,58","1.692","+7","103","","29",""
"Nordfriesland","NF","942,45","1.564","+15","196","","49",""
"Steinburg","IZ","956,39","1.253","+13","91","","11",""
"Neumünster","NMS","1.187,09","952","","72","","8",""
"Dithmarschen","HEI","648,68","864","+5","72","","9",""
"Plön","PLO","520,65","670","+11","83","","14",""
"-"
"Schleswig-Holstein","SH","1.143,17","33.195","+288","2.687","+18","820","+3"

"Datenstand 28.04.2021 19:08:22"
