"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.975,62","6.245","+5","662","","226",""
"Segeberg","SE","1.563,63","4.334","+4","365","","93",""
"Stormarn","OD","1.589,97","3.882","+3","355","+1","127",""
"Herzogtum Lauenburg","RZ","1.738,22","3.442","+2","257","","73",""
"Lübeck","HL","1.479,70","3.204","+6","262","+1","74",""
"Kiel","KI","1.282,85","3.166","+5","271","","58",""
"Rendsburg-Eckernförde","RD","890,56","2.441","+3","205","","35",""
"Ostholstein","OH","1.126,46","2.259","+1","237","","67",""
"Schleswig-Flensburg","SL","989,78","1.991","+1","88","","31",""
"Nordfriesland","NF","1.094,30","1.816","","210","","54",""
"Flensburg","FL","1.974,18","1.780","+1","110","","29",""
"Steinburg","IZ","1.147,98","1.504","","141","","20",""
"Neumünster","NMS","1.478,88","1.186","+10","89","","9",""
"Dithmarschen","HEI","766,56","1.021","+1","91","","20",""
"Plön","PLO","638,76","822","+2","107","","18",""
"-"
"Schleswig-Holstein","SH","1.346,28","39.093","+44","3.450","+2","934",""

"Datenstand 13.07.2021 20:49:39"
