"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","1.811,43","5.726","+17","542","","198","+2"
"Segeberg","SE","1.459,01","4.044","+18","208","+18","88",""
"Stormarn","OD","1.453,58","3.549","+22","321","+1","117",""
"Herzogtum Lauenburg","RZ","1.619,54","3.207","+23","215","+4","69",""
"Lübeck","HL","1.347,16","2.917","+14","255","","70",""
"Kiel","KI","1.149,54","2.837","+37","234","+4","53",""
"Rendsburg-Eckernförde","RD","803,73","2.203","+16","182","+1","30",""
"Ostholstein","OH","1.063,63","2.133","+16","230","+4","65",""
"Schleswig-Flensburg","SL","956,47","1.924","+10","81","+2","29","+1"
"Flensburg","FL","1.933,14","1.743","+4","106","","29",""
"Nordfriesland","NF","999,69","1.659","+4","205","","51",""
"Steinburg","IZ","1.067,83","1.399","+6","103","","16",""
"Neumünster","NMS","1.359,17","1.090","+7","83","","9",""
"Dithmarschen","HEI","719,26","958","+3","81","","12",""
"Plön","PLO","579,71","746","+8","95","","16",""
"-"
"Schleswig-Holstein","SH","1.244,42","36.135","+205","2.941","+34","852","+3"

"Datenstand 12.05.2021 20:37:56"
