"Datum","Gemeldete Fälle","Hospitalisierungen","Verstorben"
"01.01.2021","136","14","7"
"02.01.2021","262","34","24"
"03.01.2021","201","37","10"
"04.01.2021","260","34","14"
"05.01.2021","538","54","11"
"06.01.2021","533","40","19"
"07.01.2021","478","32","12"
"08.01.2021","523","43","18"
"09.01.2021","407","34","12"
"10.01.2021","141","17","13"
"11.01.2021","259","45","12"
"12.01.2021","403","47","14"
"13.01.2021","491","49","18"
"14.01.2021","421","41","13"
"15.01.2021","412","59","13"
"16.01.2021","352","33","14"
"17.01.2021","202","25","7"
"18.01.2021","236","27","9"
"19.01.2021","469","45","22"
"20.01.2021","484","46","15"
"21.01.2021","497","47","20"
"22.01.2021","460","38","22"
"23.01.2021","439","38","8"
"24.01.2021","156","24","6"
"25.01.2021","163","35","14"
"26.01.2021","545","43","12"
"27.01.2021","463","48","18"
"28.01.2021","383","44","11"
"29.01.2021","347","43","17"
"30.01.2021","260","18","3"
"31.01.2021","178","18","4"
"01.02.2021","130","20","1"
"02.02.2021","365","31","4"
"03.02.2021","341","24","2"
"04.02.2021","328","40","3"
"05.02.2021","261","16","3"
"06.02.2021","268","17","3"
"07.02.2021","107","12","0"
"08.02.2021","140","24","3"
"09.02.2021","314","12","0"
"10.02.2021","339","14","2"
"11.02.2021","356","11","0"

"Datenstand 11.02.2021 20:52:25"
