"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.552,33","8.068","+23","760","+3","240",""
"Segeberg","SE","1.970,96","5.463","+8","427","","100",""
"Stormarn","OD","2.007,73","4.902","","441","","137",""
"Kiel","KI","1.977,76","4.881","+9","363","","66",""
"Herzogtum Lauenburg","RZ","2.179,08","4.315","","283","","77",""
"Lübeck","HL","1.971,55","4.269","+3","293","","75",""
"Rendsburg-Eckernförde","RD","1.182,06","3.240","+8","231","","38",""
"Ostholstein","OH","1.353,35","2.714","+1","259","","68",""
"Schleswig-Flensburg","SL","1.194,60","2.403","+3","102","","31",""
"Nordfriesland","NF","1.398,00","2.320","+1","243","","56",""
"Flensburg","FL","2.570,87","2.318","+1","123","","29",""
"Steinburg","IZ","1.510,54","1.979","+2","170","+1","22",""
"Neumünster","NMS","2.215,82","1.777","+5","119","+1","9",""
"Dithmarschen","HEI","1.216,28","1.620","+2","134","","22",""
"Plön","PLO","951,93","1.225","","141","","21",""
"-"
"Schleswig-Holstein","SH","1.773,35","51.494","+66","4.089","+5","991",""

"Datenstand 02.10.2021 19:19:40"
