"Altersgruppe","Gemeldete Fälle weiblich","Gemeldete Fälle männlich","Hospitalisierungen","Verstorben"
"00-04","207","230","12","0"
"05-09","207","250","3","0"
"10-14","265","315","9","0"
"15-19","498","520","14","0"
"20-24","737","736","25","0"
"25-29","715","686","36","0"
"30-34","664","727","44","0"
"35-39","599","643","51","0"
"40-44","651","520","49","0"
"45-49","682","533","49","1"
"50-54","748","727","78","3"
"55-59","726","673","97","9"
"60-64","449","483","107","14"
"65-69","262","312","118","25"
"70-74","272","303","160","46"
"75-79","359","313","216","79"
"80-84","632","399","346","161"
"85-89","550","248","221","152"
"90+","603","170","169","165"

"Datenstand 07.03.2021 20:23:03"
