"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","244,92","770","+5","137","","47",""
"Stormarn","OD","229,86","559","+4","54","","35",""
"Kiel","KI","178,55","442","+2","79","+1","11",""
"Segeberg","SE","152,52","421","","45","","7",""
"Rendsburg-Eckernförde","RD","122,81","335","","52","","14",""
"Herzogtum Lauenburg","RZ","162,73","321","+2","51","","18",""
"Lübeck","HL","107,74","234","+1","11","","1",""
"Steinburg","IZ","153,03","201","","25","","3",""
"Schleswig-Flensburg","SL","89,99","180","","21","","4",""
"Dithmarschen","HEI","126,12","168","+11","27","+1","5",""
"Plön","PLO","119,71","154","","35","","8",""
"Neumünster","NMS","156,00","124","+3","10","","3",""
"Nordfriesland","NF","67,07","111","","16","","2",""
"Ostholstein","OH","47,86","96","","14","","0",""
"Flensburg","FL","90,50","81","","6","","3",""
"-"
"Schleswig-Holstein","SH","144,89","4.197","+28","583","+2","161",""

"Datenstand 09.09.2020 19:10:06"
