"Kreis","Kürzel","Meldungen pro 100.000 Einwohner","Gemeldete Fälle","","Hospitalisierungen","","Verstorben",""
"Pinneberg","PI","2.545,06","8.045","+31","757","","240",""
"Segeberg","SE","1.968,07","5.455","+19","427","+1","100",""
"Stormarn","OD","2.007,73","4.902","+28","441","","137",""
"Kiel","KI","1.974,12","4.872","+12","363","+2","66",""
"Herzogtum Lauenburg","RZ","2.179,08","4.315","+7","283","","77",""
"Lübeck","HL","1.970,17","4.266","+11","293","+1","75",""
"Rendsburg-Eckernförde","RD","1.179,14","3.232","+7","231","","38",""
"Ostholstein","OH","1.352,85","2.713","+7","259","","68",""
"Schleswig-Flensburg","SL","1.193,10","2.400","+5","102","","31",""
"Nordfriesland","NF","1.397,40","2.319","+1","243","","56",""
"Flensburg","FL","2.569,76","2.317","+4","123","","29",""
"Steinburg","IZ","1.509,01","1.977","+2","169","","22",""
"Neumünster","NMS","2.209,59","1.772","+4","118","+1","9",""
"Dithmarschen","HEI","1.214,78","1.618","+5","134","+3","22","+1"
"Plön","PLO","951,93","1.225","+3","141","","21",""
"-"
"Schleswig-Holstein","SH","1.771,08","51.428","+146","4.084","+8","991","+1"

"Datenstand 01.10.2021 18:42:56"
